,group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
50,Granulosa_sq,chr2:128286325-128286826,16.194508,2.047407,4.911363703732559e-56,4.90304445500991e-53,0.3484349258649094,0.08823529411764706
51,Granulosa_sq,chr3:56269726-56270227,16.09174,2.0529928,2.9511270485249598e-55,2.8305937614254013e-52,0.34514003294892914,0.0821078431372549
52,Granulosa_sq,chr16:84633611-84634112,16.078522,1.6412007,5.6540873160901194e-55,5.218509230965667e-52,0.4386326194398682,0.17034313725490197
53,Granulosa_sq,chr3:43153441-43153942,16.043196,1.6651117,1.484303205284295e-54,1.320139270779852e-51,0.45510708401976935,0.1556372549019608
54,Granulosa_sq,chr7:76294597-76295098,16.012922,1.3861221,8.225674084774608e-54,6.937505158705508e-51,0.5877265238879736,0.25980392156862747
55,Granulosa_sq,chr7:74478079-74478580,15.92752,1.6540701,4.742145823522458e-54,4.069676267530668e-51,0.4411037891268534,0.16176470588235295
56,Granulosa_sq,chr3:16148757-16149258,15.920418,2.4324877,1.013274526604458e-54,9.17895370702042e-52,0.25906095551894565,0.051470588235294115
57,Granulosa_sq,chr17:67490987-67491488,15.881149,1.5411991,1.2783298383439979e-53,1.0422010117045557e-50,0.47364085667215816,0.20098039215686275
58,Granulosa_sq,chr11:25566659-25567160,15.826445,2.7040062,3.173124675885547e-54,2.7717810673266657e-51,0.23105436573311366,0.03431372549019608
59,Granulosa_sq,chr1:66563369-66563870,15.807873,1.6581038,4.352863182562676e-53,3.434338843571265e-50,0.4464579901153213,0.15441176470588236
60,Granulosa_sq,chr2:26772302-26772803,15.739353,2.7502213,1.170452877845004e-53,9.704244648397299e-51,0.22240527182866557,0.03308823529411765
61,Granulosa_sq,chr10:14260182-14260683,15.689258,2.3148975,4.180843554936415e-53,3.352693838964338e-50,0.2808896210873147,0.056372549019607844
62,Granulosa_sq,chr4:82811807-82812308,15.547035,1.5466413,2.410290734471688e-51,1.8139106439715627e-48,0.4773476112026359,0.17524509803921567
63,Granulosa_sq,chr12:75709405-75709906,15.495614,1.9610392,1.4566404507218128e-51,1.113351264499358e-48,0.34102141680395387,0.08700980392156862
64,Granulosa_sq,chr11:74672945-74673446,15.45257,1.5275867,5.591070071494661e-51,4.1439147679894596e-48,0.46252059308072485,0.18504901960784315
65,Granulosa_sq,chr1:22530111-22530612,15.431615,2.362938,1.4338718682247367e-51,1.1133446059991976e-48,0.2623558484349259,0.05024509803921569
66,Granulosa_sq,chr17:72407418-72407919,15.390721,1.8840095,8.133993820660604e-51,5.93866530933216e-48,0.3599670510708402,0.09803921568627451
67,Granulosa_sq,chr16:85321749-85322250,15.368742,1.8554016,8.717846167230836e-51,6.27133648474163e-48,0.35049423393739704,0.10661764705882353
68,Granulosa_sq,chr22:35646670-35647171,15.321798,1.6858666,3.109632076963721e-50,2.2045488740410775e-47,0.4110378912685338,0.13970588235294118
69,Granulosa_sq,chr16:10828843-10829344,15.315111,1.2215617,1.6459087384130649e-49,1.1029166816020808e-46,0.6330313014827018,0.32107843137254904
70,Granulosa_sq,chr20:62652064-62652565,15.255616,1.3717222,1.9965937585323758e-49,1.3116862102072633e-46,0.5399505766062603,0.2340686274509804
71,Granulosa_sq,chr3:187520237-187520738,15.199548,2.0847654,6.457711938312129e-50,4.512741355520206e-47,0.29983525535420097,0.06985294117647059
72,Granulosa_sq,chr1:19437884-19438385,15.196711,1.6010846,2.0110895141882116e-49,1.3116862102072633e-46,0.436161449752883,0.15441176470588236
73,Granulosa_sq,chr5:62886653-62887154,15.115349,2.4597056,1.078733591658106e-49,7.432170577906981e-47,0.23764415156507412,0.04411764705882353
74,Granulosa_sq,chr2:10278243-10278744,15.108574,2.285248,1.3432889991995262e-49,9.126342774144891e-47,0.2557660626029654,0.056372549019607844
75,Granulosa_sq,chr19:49727407-49727908,15.108409,1.5499839,1.0882867076259966e-48,6.5723112193754164e-46,0.47652388797364087,0.1715686274509804
76,Granulosa_sq,chr12:93109755-93110256,15.063942,2.0764632,3.83211549374347e-49,2.434488228668173e-46,0.2990115321252059,0.07107843137254902
77,Granulosa_sq,chr2:227212822-227213323,15.05252,1.8118956,9.542648958934177e-49,5.908832393977001e-46,0.37067545304777594,0.10294117647058823
78,Granulosa_sq,chr17:80071226-80071727,15.033734,1.9326295,7.86123946071922e-49,4.930105778205155e-46,0.3257825370675453,0.09191176470588236
79,Granulosa_sq,chr5:61252268-61252769,15.021609,1.8074144,1.8130871324382385e-48,1.0815949177741624e-45,0.3776771004942339,0.1017156862745098
80,Granulosa_sq,chr7:43639881-43640382,15.0201025,1.3107569,5.0589092652397715e-48,2.911372523855693e-45,0.5588962108731467,0.2622549019607843
81,Granulosa_sq,chr19:50203322-50203823,15.016205,1.2227786,9.082795932048389e-48,5.166315448930361e-45,0.6227347611202636,0.3125
82,Granulosa_sq,chr16:80151316-80151817,14.94656,2.4120271,9.766000251230148e-49,5.971542928617815e-46,0.23064250411861614,0.04779411764705882
83,Granulosa_sq,chr20:6870537-6871038,14.895545,2.4762006,2.828282244521945e-48,1.6668805127142165e-45,0.2401153212520593,0.0392156862745098
84,Granulosa_sq,chr14:76918794-76919295,14.877959,1.2825036,3.740619381392703e-47,1.9889117204302918e-44,0.5737232289950577,0.2696078431372549
85,Granulosa_sq,chr10:71476595-71477096,14.876737,2.1518438,4.05271690786573e-48,2.3600803926436657e-45,0.2656507413509061,0.06495098039215687
86,Granulosa_sq,chr9:125425130-125425631,14.848919,1.8142949,1.140092065784258e-47,6.410331446203282e-45,0.3447281713344316,0.1090686274509804
87,Granulosa_sq,chr18:59516291-59516792,14.832961,1.4910356,4.2638060636574724e-47,2.242716142106802e-44,0.46787479406919275,0.17892156862745098
88,Granulosa_sq,chr12:124381688-124382189,14.814666,1.9348462,1.712398518931532e-47,9.518795267110654e-45,0.32166392092257,0.08455882352941177
89,Granulosa_sq,chr22:44086222-44086723,14.804273,1.6725441,2.9196467069314214e-47,1.5694544831094982e-44,0.3875617792421746,0.13112745098039216
90,Granulosa_sq,chr17:41415893-41416394,14.766259,2.1648893,1.966176671731645e-47,1.080668137652774e-44,0.2685337726523888,0.06004901960784314
91,Granulosa_sq,chr18:22346860-22347361,14.7585335,1.3612826,1.4379229272428506e-46,7.251430498137993e-44,0.5267710049423394,0.23284313725490197
92,Granulosa_sq,chr3:111737585-111738086,14.7558155,1.763026,5.521735149503022e-47,2.8734757266833967e-44,0.3698517298187809,0.11397058823529412
93,Granulosa_sq,chr6:167573576-167574077,14.737398,1.6789879,8.48135147681606e-47,4.367181791488539e-44,0.3929159802306425,0.12867647058823528
94,Granulosa_sq,chr17:34252354-34252855,14.667225,2.0402195,1.0251166748077425e-46,5.223503373080243e-44,0.292833607907743,0.06862745098039216
95,Granulosa_sq,chr1:220879050-220879551,14.664087,1.6563586,2.0451524752058847e-46,1.0208441186698598e-43,0.38179571663920925,0.13112745098039216
96,Granulosa_sq,chr7:28069796-28070297,14.61707,1.3793108,8.914547101129634e-46,4.233717481028721e-43,0.5074135090609555,0.21323529411764705
97,Granulosa_sq,chr15:58065582-58066083,14.601047,1.8700039,4.03606936123511e-46,1.9743240494353788e-43,0.3439044481054366,0.09068627450980392
98,Granulosa_sq,chr2:46847210-46847711,14.592486,1.3095466,1.3927955328042168e-45,6.488702769350845e-43,0.5378912685337727,0.24877450980392157
99,Granulosa_sq,chr17:7914859-7915360,14.577553,1.7246608,5.571963874371121e-46,2.6721936945354127e-43,0.36779242174629323,0.12254901960784313
100,Granulosa_sq,chr6:152566001-152566502,14.561063,1.6465013,9.074759081784861e-46,4.268365288496828e-43,0.3929159802306425,0.13480392156862744
101,Granulosa_sq,chr1:64502979-64503480,14.553374,1.9479522,5.570895196410234e-46,2.6721936945354127e-43,0.30642504118616143,0.08333333333333333
102,Granulosa_sq,chr8:107223213-107223714,14.539571,2.4517627,3.1761058245396295e-46,1.569349177969748e-43,0.21993410214168038,0.0392156862745098
103,Granulosa_sq,chr20:50379188-50379689,14.512947,1.6272253,2.3008941220955612e-45,1.0421559052828572e-42,0.41186161449752884,0.13480392156862744
104,Granulosa_sq,chr4:128844855-128845356,14.47418,1.437698,4.9406205108593504e-45,2.1578601208009542e-42,0.47652388797364087,0.19117647058823528
105,Granulosa_sq,chr2:1592000-1592501,14.448169,1.587608,3.603725315188418e-45,1.6172791857162556e-42,0.3982701812191104,0.1482843137254902
106,Granulosa_sq,chr10:131426100-131426601,14.436961,1.6992943,4.2746985753403724e-45,1.9009584564538634e-42,0.3702635914332784,0.11642156862745098
107,Granulosa_sq,chr10:43961324-43961825,14.40988,2.3932645,1.9508285711244468e-45,8.918568337728463e-43,0.22817133443163098,0.04411764705882353
108,Granulosa_sq,chr3:43883926-43884427,14.408574,2.4115083,1.5985414636391718e-45,7.376967243097864e-43,0.21210873146622736,0.0428921568627451
109,Granulosa_sq,chr15:101091551-101092052,14.406881,1.8070904,4.8459552914195133e-45,2.1355819368501654e-42,0.33525535420098845,0.09436274509803921
110,Granulosa_sq,chr11:40329127-40329628,14.378663,1.6197915,9.947877316825894e-45,4.3063744664351526e-42,0.38673805601317957,0.13725490196078433
111,Granulosa_sq,chr11:606188-606689,14.275693,1.3899968,1.0618583016153694e-43,4.5167758730538285e-41,0.5107084019769358,0.2034313725490196
112,Granulosa_sq,chr1:158818836-158819337,14.2232685,2.3992665,2.0273249219274986e-44,8.699180105783109e-42,0.2129324546952224,0.04411764705882353
113,Granulosa_sq,chr1:8889897-8890398,14.180772,1.4276375,2.986993082446037e-43,1.2278549631429647e-40,0.4847611202635914,0.18137254901960784
114,Granulosa_sq,chr19:50328978-50329479,14.142257,0.96297985,1.7178276008308037e-42,6.776691350793582e-40,0.7895387149917628,0.4840686274509804
115,Granulosa_sq,chr3:187264022-187264523,14.125839,1.6825347,2.4874373778232986e-43,1.0399826855639513e-40,0.36202635914332787,0.11519607843137254
116,Granulosa_sq,chr1:19504925-19505426,14.095539,1.4690342,5.017928420049145e-43,2.045516704362867e-40,0.4254530477759473,0.16789215686274508
117,Granulosa_sq,chr3:4720691-4721192,14.062681,1.4757099,9.848135438414542e-43,3.916595457243286e-40,0.4386326194398682,0.16176470588235295
118,Granulosa_sq,chr1:67479025-67479526,14.0555,2.2750356,2.1418177426481125e-43,9.032008492854976e-41,0.22940691927512355,0.049019607843137254
119,Granulosa_sq,chr12:130127479-130127980,14.04149,2.2388954,2.8884132409229936e-43,1.1973941568324583e-40,0.23146622734761121,0.049019607843137254
120,Granulosa_sq,chr2:217902471-217902972,14.021117,1.6757343,8.85256439324484e-43,3.5495155116750644e-40,0.3529654036243822,0.11519607843137254
121,Granulosa_sq,chr16:55502816-55503317,14.014456,1.8579408,7.28162196675952e-43,2.9437611714708714e-40,0.30518945634266886,0.0857843137254902
122,Granulosa_sq,chr6:149454414-149454915,13.958815,1.5547425,2.7079883655522242e-42,1.0597333350217453e-39,0.400329489291598,0.1409313725490196
123,Granulosa_sq,chr19:44741781-44742282,13.908356,1.5447605,5.825813448239792e-42,2.261756479742428e-39,0.4098023064250412,0.1409313725490196
124,Granulosa_sq,chr8:96928419-96928920,13.897161,1.4823332,7.20336229959844e-42,2.731526152011294e-39,0.4287479406919275,0.16299019607843138
125,Granulosa_sq,chr4:26826614-26827115,13.887001,1.6053544,6.119372630098603e-42,2.3570185113900263e-39,0.37191103789126856,0.12622549019607843
126,Granulosa_sq,chr17:40099036-40099537,13.873071,0.9249016,4.284173226194317e-41,1.5489405142160537e-38,0.7738879736408567,0.49387254901960786
127,Granulosa_sq,chr1:247356990-247357491,13.82147,1.4378811,2.135250825656034e-41,7.912883684743653e-39,0.44069192751235586,0.17524509803921567
128,Granulosa_sq,chr7:29465502-29466003,13.789814,2.3335695,7.500662391789172e-42,2.822383863224238e-39,0.22322899505766064,0.041666666666666664
129,Granulosa_sq,chr11:13261586-13262087,13.780226,2.4779997,6.28795977617132e-42,2.4030322528982222e-39,0.1902800658978583,0.03676470588235294
130,Granulosa_sq,chr1:184283978-184284479,13.778248,1.5457292,2.760430340866752e-41,1.0152779773246534e-38,0.3970345963756178,0.1409313725490196
131,Granulosa_sq,chr6:167682979-167683480,13.739625,1.7561898,3.0709201671676237e-41,1.1210462822189451e-38,0.32042833607907745,0.09803921568627451
132,Granulosa_sq,chr1:155126049-155126550,13.7322855,1.9595182,2.0943378895141942e-41,7.82051347644014e-39,0.2705930807248764,0.07230392156862746
133,Granulosa_sq,chr6:37083435-37083936,13.719509,1.5544673,4.774985130068864e-41,1.7049485226830557e-38,0.38097199341021415,0.13848039215686275
134,Granulosa_sq,chr1:100360703-100361204,13.675094,1.7499833,7.468543438313042e-41,2.647382169362022e-38,0.32948929159802304,0.09803921568627451
135,Granulosa_sq,chr1:222265532-222266033,13.671693,1.4838598,1.0256895593357928e-40,3.5838325838592126e-38,0.40774299835255357,0.16176470588235295
136,Granulosa_sq,chr11:128394375-128394876,13.656484,2.28401,4.3063947080438966e-41,1.5489405142160537e-38,0.2244645799011532,0.04534313725490196
137,Granulosa_sq,chr3:102163125-102163626,13.649033,1.70399,8.358572688313508e-41,2.941556116505266e-38,0.3191927512355848,0.1090686274509804
138,Granulosa_sq,chr3:146251636-146252137,13.630083,1.7766055,1.103987850942177e-40,3.830054872662303e-38,0.31960461285008235,0.09313725490196079
139,Granulosa_sq,chr11:114179162-114179663,13.623013,1.0554289,5.759364609577978e-40,1.8908109973605768e-37,0.6577429983525536,0.36519607843137253
140,Granulosa_sq,chr8:73603036-73603537,13.610627,1.7670487,1.5121009059715297e-40,5.172548252965687e-38,0.31795716639209226,0.09436274509803921
141,Granulosa_sq,chr9:133237322-133237823,13.601749,1.6850557,1.6449045304863615e-40,5.587763535958427e-38,0.33360790774299837,0.11274509803921569
142,Granulosa_sq,chr9:107251709-107252210,13.5770645,1.040449,1.138271885892701e-39,3.7120563894808842e-37,0.6692751235584844,0.3713235294117647
143,Granulosa_sq,chr8:128176798-128177299,13.568274,1.7834907,2.084348097054846e-40,7.031727990595304e-38,0.30518945634266886,0.09191176470588236
144,Granulosa_sq,chr11:62419549-62420050,13.549067,2.4741125,1.2430253264334533e-40,4.282047175573608e-38,0.18945634266886327,0.03676470588235294
145,Granulosa_sq,chr6:5205786-5206287,13.539156,1.7937487,4.230621316648815e-40,1.4078183873912253e-37,0.32084019769357497,0.08823529411764706
146,Granulosa_sq,chr6:154653788-154654289,13.507126,2.0724087,3.10248507394238e-40,1.0394812490550645e-37,0.2397034596375618,0.06004901960784314
147,Granulosa_sq,chr12:124392963-124393464,13.498379,1.3870441,1.2562001578048325e-39,4.069506166843642e-37,0.4509884678747941,0.17892156862745098
148,Granulosa_sq,chr2:230130927-230131428,13.48548,1.9106556,5.5355143788479784e-40,1.829599708581801e-37,0.27100494233937394,0.07720588235294118
149,Granulosa_sq,chr7:130373737-130374238,13.442561,1.4317768,1.884838164812341e-39,6.026184869812111e-37,0.41968698517298186,0.16789215686274508
150,Granulosa_sq,chr2:46955044-46955545,13.415334,1.8169242,1.428117333691033e-39,4.5960010271160696e-37,0.28953871499176276,0.0857843137254902
151,Granulosa_sq,chr13:112711662-112712163,13.401299,1.0137504,9.466287013630844e-39,2.9307744420618986e-36,0.6709225700164745,0.37745098039215685
152,Granulosa_sq,chr8:22383810-22384311,13.390278,1.1048721,7.001707280350605e-39,2.181544681738284e-36,0.5901976935749588,0.31862745098039214
153,Granulosa_sq,chr14:74852852-74853353,13.352144,1.8164091,2.761704432273006e-39,8.772356864512899e-37,0.28171334431630973,0.08700980392156862
154,Granulosa_sq,chr1:2213987-2214488,13.28633,2.033094,5.2874600934249343e-39,1.6579915730132533e-36,0.24052718286655683,0.0625
155,Granulosa_sq,chr15:41920111-41920612,13.278994,1.4874382,1.325539095793722e-38,4.027415897449783e-36,0.3904448105436573,0.1482843137254902
156,Granulosa_sq,chr4:154165095-154165596,13.272677,2.6728234,4.2269526902772766e-39,1.3339989983889905e-36,0.171334431630972,0.023284313725490197
157,Granulosa_sq,chr3:4741585-4742086,13.263474,1.8462871,1.1159804569605225e-38,3.4119010008211176e-36,0.29448105436573313,0.08088235294117647
158,Granulosa_sq,chr7:17015565-17016066,13.257367,1.9635762,9.847523557783137e-39,3.029630879723759e-36,0.2656507413509061,0.0661764705882353
159,Granulosa_sq,chr12:124369313-124369814,13.216685,1.1657879,5.043363319761683e-38,1.5043061189803795e-35,0.535831960461285,0.2708333333333333
160,Granulosa_sq,chr2:120912625-120913126,13.17538,1.7853518,3.585490240376876e-38,1.0760210189479487e-35,0.30189456342668863,0.08455882352941177
161,Granulosa_sq,chr8:8228047-8228548,13.164723,0.8908894,2.2326339112460666e-37,6.101326985275075e-35,0.7841845140032949,0.5073529411764706
162,Granulosa_sq,chr16:19696334-19696835,13.163985,1.3521588,7.990438291662989e-38,2.2992251171369318e-35,0.4489291598023064,0.1875
163,Granulosa_sq,chr2:160666251-160666752,13.1636505,1.502197,5.887632819841795e-38,1.7292906959627797e-35,0.38179571663920925,0.13725490196078433
164,Granulosa_sq,chr19:17405428-17405929,13.147752,1.264559,1.2290560864095566e-37,3.495449801098621e-35,0.5028830313014827,0.21323529411764705
165,Granulosa_sq,chr8:68916513-68917014,13.140066,2.3643029,2.9370314896171464e-38,8.868566010963083e-36,0.20098846787479407,0.03431372549019608
166,Granulosa_sq,chr6:139251975-139252476,13.136624,1.6003872,6.859189001454502e-38,1.9853902271251471e-35,0.3546128500823723,0.11642156862745098
167,Granulosa_sq,chr8:21744144-21744645,13.098945,1.7226273,8.091602772054441e-38,2.3147189052665913e-35,0.3010708401976936,0.09436274509803921
168,Granulosa_sq,chr1:45930551-45931052,13.098423,1.5782827,1.3288763832574337e-37,3.735899197689878e-35,0.36779242174629323,0.11642156862745098
169,Granulosa_sq,chr6:136067576-136068077,13.097872,2.042219,5.903705178686024e-38,1.7292906959627797e-35,0.24423393739703458,0.056372549019607844
170,Granulosa_sq,chr2:62208033-62208534,13.093841,2.3054807,5.210510355419686e-38,1.5447426367034228e-35,0.20593080724876442,0.04044117647058824
171,Granulosa_sq,chr7:75055891-75056392,13.090652,1.4561183,1.4945239461305957e-37,4.153842492776724e-35,0.3986820428336079,0.15318627450980393
172,Granulosa_sq,chr8:38465216-38465717,13.078062,1.5297242,1.7895667941398613e-37,4.917990947693236e-35,0.3747940691927512,0.125
173,Granulosa_sq,chr5:74273090-74273591,13.075913,1.2375758,2.699471818587221e-37,7.33611460832395e-35,0.49835255354200986,0.22549019607843138
174,Granulosa_sq,chr4:183540999-183541500,13.069219,1.5442648,1.3827020148404304e-37,3.8650076834256764e-35,0.349670510708402,0.12990196078431374
175,Granulosa_sq,chr1:86183821-86184322,13.066454,1.8430593,1.3015840461073168e-37,3.680322935458475e-35,0.28377265238879734,0.07230392156862746
176,Granulosa_sq,chr4:159401867-159402368,13.046748,3.0218189,6.124058728970068e-38,1.7831582193156478e-35,0.1400329489291598,0.015931372549019607
177,Granulosa_sq,chr18:3654456-3654957,13.045697,1.2824711,3.918113497088659e-37,1.0473352892736937e-34,0.4868204283360791,0.2107843137254902
178,Granulosa_sq,chr2:12819045-12819546,13.038196,1.7389716,1.5790704364287164e-37,4.36403325077873e-35,0.29242174629324547,0.09558823529411764
179,Granulosa_sq,chr11:77131003-77131504,12.976947,1.5743698,4.5597759327167295e-37,1.2122313005473057e-34,0.3373146622734761,0.11519607843137254
180,Granulosa_sq,chr9:109035949-109036450,12.971961,1.3534801,7.49768484144221e-37,1.950873666961854e-34,0.4369851729818781,0.17892156862745098
181,Granulosa_sq,chr2:109185740-109186241,12.969834,1.7245042,4.8181488276461214e-37,1.2739966821727856e-34,0.3158978583196046,0.09313725490196079
182,Granulosa_sq,chr9:38689561-38690062,12.960093,1.4753374,5.911243270698085e-37,1.5546251993157969e-34,0.36655683690280066,0.14460784313725492
183,Granulosa_sq,chr1:115329897-115330398,12.942196,1.6657562,6.3934312121737215e-37,1.6724463882668551e-34,0.3183690280065898,0.10661764705882353
184,Granulosa_sq,chr8:37716539-37717040,12.912283,2.393487,3.896151088134914e-37,1.0471869383422836e-34,0.17833607907743,0.03431372549019608
185,Granulosa_sq,chr12:46556044-46556545,12.91188,2.5086386,3.7603654757537224e-37,1.016275126947209e-34,0.17339373970345964,0.030637254901960783
